Nama_File,Kategori,Luas,Kontras,Homogenitas
equ_aug_rot_cat_0_2.jpg,Mata_Katarak,7358,284.18,0.3
equ_aug_rot_cat_0_20.jpg,Mata_Katarak,1365,95.94,0.44
equ_aug_rot_cat_0_21.jpg,Mata_Katarak,2818,118.45,0.32
equ_aug_rot_cat_0_22.jpg,Mata_Katarak,11553,177.51,0.2
equ_aug_rot_cat_0_23.jpg,Mata_Katarak,4581,83.29,0.44
equ_aug_rot_cat_0_24.jpg,Mata_Katarak,10031,674.11,0.13
equ_aug_rot_cat_0_25.jpg,Mata_Katarak,7222,212.38,0.24
equ_aug_rot_cat_0_26.jpg,Mata_Katarak,5748,229.2,0.2
equ_aug_rot_cat_0_27.jpg,Mata_Katarak,21764,183.55,0.29
equ_aug_rot_cat_0_28.jpg,Mata_Katarak,3999,2.87,0.71
equ_aug_rot_cat_0_29.jpg,Mata_Katarak,2246,65.58,0.33
equ_aug_rot_cat_0_3.jpg,Mata_Katarak,7861,142.69,0.33
equ_aug_rot_cat_0_30.jpg,Mata_Katarak,19419,124.33,0.23
equ_aug_rot_cat_0_31.jpg,Mata_Katarak,12888,12.22,0.51
equ_aug_rot_cat_0_32.jpg,Mata_Katarak,2319,69.72,0.32
equ_aug_rot_cat_0_33.jpg,Mata_Katarak,4116,256.22,0.22
equ_aug_rot_cat_0_34.jpg,Mata_Katarak,4564,353.72,0.34
equ_aug_rot_cat_0_35.jpg,Mata_Katarak,2117,49.04,0.33
equ_aug_rot_cat_0_36.jpg,Mata_Katarak,3583,242.09,0.27
equ_aug_rot_cat_0_37.jpg,Mata_Katarak,5570,190.06,0.19
equ_aug_rot_cat_0_38.jpg,Mata_Katarak,17213,333.55,0.18
equ_aug_rot_cat_0_39.jpg,Mata_Katarak,5905,477.72,0.24
equ_aug_rot_cat_0_4.jpg,Mata_Katarak,7908,153.43,0.29
equ_aug_rot_cat_0_40.jpg,Mata_Katarak,11060,107.64,0.28
equ_aug_rot_cat_0_41.jpg,Mata_Katarak,13069,256.46,0.2
equ_aug_rot_cat_0_42.jpg,Mata_Katarak,3710,7.79,0.58
equ_aug_rot_cat_0_43.jpg,Mata_Katarak,3850,102.06,0.25
equ_aug_rot_cat_0_44.jpg,Mata_Katarak,1866,51.33,0.4
equ_aug_rot_cat_0_45.jpg,Mata_Katarak,5806,288.29,0.26
equ_aug_rot_cat_0_46.jpg,Mata_Katarak,13782,158.81,0.21
equ_aug_rot_cat_0_47.jpg,Mata_Katarak,5582,156.58,0.32
equ_aug_rot_cat_0_48.jpg,Mata_Katarak,7684,530.24,0.32
equ_aug_rot_cat_0_49.jpg,Mata_Katarak,8403,154.46,0.3
equ_aug_rot_cat_0_5.jpg,Mata_Katarak,2671,72.43,0.33
equ_aug_rot_cat_0_50.jpg,Mata_Katarak,3453,161.17,0.31
equ_aug_rot_cat_0_6.jpg,Mata_Katarak,11208,429.73,0.22
equ_aug_rot_cat_0_7.jpg,Mata_Katarak,792,24.54,0.44
equ_aug_rot_cat_0_8.jpg,Mata_Katarak,7171,485.04,0.18
equ_aug_rot_cat_0_9.jpg,Mata_Katarak,4158,186.81,0.26
